"ID","MeasurementTime","Measurement","Value"
"WBC-81","2019-06-15 23:05:45","perimeter",74.5
"WBC-81","2019-06-15 23:05:45","area",434.6
"WBC-81","2019-11-23 20:10:14","area",414.3
"WBC-81","2019-05-05 20:12:52","area",395.9
"WBC-81","2019-11-09 22:56:09","area",395.6
"WBC-82","2019-11-09 22:56:09","radius",13.9
"WBC-82","2019-06-15 23:05:45","radius",13.1
"WBC-82","2019-11-23 20:10:14","radius",13.9
"WBC-82","2019-05-05 20:12:52","radius",13.2
"WBC-82","2019-05-05 20:12:52","texture",15.7
"WBC-82","2019-11-09 22:56:09","texture",17
"WBC-82","2019-06-15 23:05:45","texture",14.9
"WBC-82","2019-11-23 20:10:14","texture",15
"WBC-82","2019-11-23 20:10:14","perimeter",84.4
"WBC-82","2019-05-05 20:12:52","perimeter",86.4
"WBC-82","2019-11-09 22:56:09","perimeter",85.1
"WBC-82","2019-06-15 23:05:45","perimeter",88.3
"WBC-82","2019-06-15 23:05:45","area",504.5
"WBC-82","2019-11-23 20:10:14","area",510.7
"WBC-82","2019-05-05 20:12:52","area",508.8
"WBC-82","2019-11-09 22:56:09","area",523.1
"WBC-83","2019-11-09 22:56:09","radius",24.8
"WBC-83","2019-06-15 23:05:45","radius",25.7
"WBC-83","2019-11-23 20:10:14","radius",25.5
"WBC-83","2019-05-05 20:12:52","radius",24.3
"WBC-83","2019-05-05 20:12:52","texture",24.5
"WBC-83","2019-11-09 22:56:09","texture",27.6
"WBC-83","2019-06-15 23:05:45","texture",24.9
"WBC-83","2019-11-23 20:10:14","texture",23.3
"WBC-83","2019-11-23 20:10:14","perimeter",166.2
"WBC-83","2019-05-05 20:12:52","perimeter",173.7
"WBC-83","2019-11-09 22:56:09","perimeter",166.8
"WBC-83","2019-06-15 23:05:45","perimeter",168.8
"WBC-83","2019-06-15 23:05:45","area",1747.4
"WBC-83","2019-11-23 20:10:14","area",1639.4
"WBC-83","2019-05-05 20:12:52","area",2123.4
"WBC-83","2019-11-09 22:56:09","area",1763.8
"WBC-84","2019-11-09 22:56:09","radius",18.4
"WBC-84","2019-06-15 23:05:45","radius",19.1
"WBC-84","2019-11-23 20:10:14","radius",19.1
"WBC-84","2019-05-05 20:12:52","radius",18.8
"WBC-84","2019-05-05 20:12:52","texture",28.4
"WBC-84","2019-11-09 22:56:09","texture",29.4
"WBC-84","2019-06-15 23:05:45","texture",29
"WBC-84","2019-11-23 20:10:14","texture",23.3
"WBC-84","2019-11-23 20:10:14","perimeter",136.7
"WBC-84","2019-05-05 20:12:52","perimeter",134.7
"WBC-84","2019-11-09 22:56:09","perimeter",127.4
"WBC-84","2019-06-15 23:05:45","perimeter",134.5
"WBC-84","2019-06-15 23:05:45","area",1062.1
"WBC-84","2019-11-23 20:10:14","area",1081.9
"WBC-84","2019-05-05 20:12:52","area",1157.9
"WBC-84","2019-11-09 22:56:09","area",1089.5
"WBC-85","2019-11-09 22:56:09","radius",12.6
"WBC-85","2019-06-15 23:05:45","radius",12.1
"WBC-85","2019-11-23 20:10:14","radius",12.5
"WBC-85","2019-05-05 20:12:52","radius",11.9
"WBC-85","2019-05-05 20:12:52","texture",15.8
"WBC-85","2019-11-09 22:56:09","texture",16.2
"WBC-85","2019-06-15 23:05:45","texture",15.6
"WBC-85","2019-11-23 20:10:14","texture",16
"WBC-85","2019-11-23 20:10:14","perimeter",78.4
"WBC-85","2019-05-05 20:12:52","perimeter",76.7
"WBC-85","2019-11-09 22:56:09","perimeter",76.1
"WBC-85","2019-06-15 23:05:45","perimeter",76.9
"WBC-85","2019-06-15 23:05:45","area",435.6
"WBC-85","2019-11-23 20:10:14","area",438.3
"WBC-85","2019-05-05 20:12:52","area",438.9
"WBC-85","2019-11-09 22:56:09","area",434.4
"WBC-86","2019-11-09 22:56:09","radius",18.3
"WBC-86","2019-06-15 23:05:45","radius",18.8
"WBC-86","2019-11-23 20:10:14","radius",18.8
"WBC-86","2019-05-05 20:12:52","radius",18.5
"WBC-86","2019-05-05 20:12:52","texture",18.5
"WBC-86","2019-11-09 22:56:09","texture",20
"WBC-86","2019-06-15 23:05:45","texture",16.6
"WBC-86","2019-11-23 20:10:14","texture",19
"WBC-86","2019-11-23 20:10:14","perimeter",116.8
"WBC-86","2019-05-05 20:12:52","perimeter",121.2
"WBC-86","2019-11-09 22:56:09","perimeter",121
"WBC-86","2019-06-15 23:05:45","perimeter",120.3
"WBC-86","2019-06-15 23:05:45","area",1095.9
"WBC-86","2019-11-23 20:10:14","area",1049.7
"WBC-86","2019-05-05 20:12:52","area",1117.5
"WBC-86","2019-11-09 22:56:09","area",1160.7
"WBC-87","2019-11-09 22:56:09","radius",13.3
"WBC-87","2019-06-15 23:05:45","radius",14.8
"WBC-87","2019-11-23 20:10:14","radius",14
"WBC-87","2019-05-05 20:12:52","radius",14.2
"WBC-87","2019-05-05 20:12:52","texture",22.3
"WBC-87","2019-11-09 22:56:09","texture",23.5
"WBC-87","2019-06-15 23:05:45","texture",18.9
"WBC-87","2019-11-23 20:10:14","texture",21.3
"WBC-87","2019-11-23 20:10:14","perimeter",96.1
"WBC-87","2019-05-05 20:12:52","perimeter",95.6
"WBC-87","2019-11-09 22:56:09","perimeter",88.5
"WBC-87","2019-06-15 23:05:45","perimeter",92.6
"WBC-87","2019-06-15 23:05:45","area",614.4
"WBC-87","2019-11-23 20:10:14","area",670.1
"WBC-87","2019-05-05 20:12:52","area",574.5
"WBC-87","2019-11-09 22:56:09","area",600.7
"WBC-88","2019-11-09 22:56:09","radius",19
"WBC-88","2019-06-15 23:05:45","radius",19.4
"WBC-88","2019-11-23 20:10:14","radius",18.8
"WBC-88","2019-05-05 20:12:52","radius",20.1
"WBC-88","2019-05-05 20:12:52","texture",23.9
"WBC-88","2019-11-09 22:56:09","texture",25.4
"WBC-88","2019-06-15 23:05:45","texture",25.7
"WBC-88","2019-11-23 20:10:14","texture",23.9
"WBC-88","2019-11-23 20:10:14","perimeter",128
"WBC-88","2019-05-05 20:12:52","perimeter",125.4
"WBC-88","2019-11-09 22:56:09","perimeter",125.6
"WBC-88","2019-06-15 23:05:45","perimeter",120
"WBC-88","2019-06-15 23:05:45","area",1142.4
"WBC-88","2019-11-23 20:10:14","area",1025.9
"WBC-88","2019-05-05 20:12:52","area",1052.5
"WBC-88","2019-11-09 22:56:09","area",1164.6
"WBC-89","2019-11-09 22:56:09","radius",12.5
"WBC-89","2019-06-15 23:05:45","radius",12.8
"WBC-89","2019-11-23 20:10:14","radius",12.5
"WBC-89","2019-05-05 20:12:52","radius",12.7
"WBC-89","2019-05-05 20:12:52","texture",22.2
"WBC-89","2019-11-09 22:56:09","texture",21.2
"WBC-89","2019-06-15 23:05:45","texture",21.7
"WBC-89","2019-11-23 20:10:14","texture",21.5
"WBC-89","2019-11-23 20:10:14","perimeter",81.4
"WBC-89","2019-05-05 20:12:52","perimeter",81.3
"WBC-89","2019-11-09 22:56:09","perimeter",77.6
"WBC-89","2019-06-15 23:05:45","perimeter",77.5
"WBC-89","2019-06-15 23:05:45","area",455.9
"WBC-89","2019-11-23 20:10:14","area",474.6
"WBC-89","2019-05-05 20:12:52","area",464.5
"WBC-89","2019-11-09 22:56:09","area",421.5
"WBC-90","2019-11-09 22:56:09","radius",15.3
"WBC-90","2019-06-15 23:05:45","radius",15
"WBC-90","2019-11-23 20:10:14","radius",14.7
"WBC-90","2019-05-05 20:12:52","radius",14
"WBC-90","2019-05-05 20:12:52","texture",16.1
"WBC-90","2019-11-09 22:56:09","texture",15.2
"WBC-90","2019-06-15 23:05:45","texture",14.8
"WBC-90","2019-11-23 20:10:14","texture",15.2
"WBC-90","2019-11-23 20:10:14","perimeter",94.5
"WBC-90","2019-05-05 20:12:52","perimeter",89.1
"WBC-90","2019-11-09 22:56:09","perimeter",96.9
"WBC-90","2019-06-15 23:05:45","perimeter",94.3
"WBC-90","2019-06-15 23:05:45","area",646.4
"WBC-90","2019-11-23 20:10:14","area",715.6
"WBC-90","2019-05-05 20:12:52","area",679.7
"WBC-90","2019-11-09 22:56:09","area",648.7
"WBC-91","2019-11-09 22:56:09","radius",15.6
"WBC-91","2019-06-15 23:05:45","radius",14.5
"WBC-91","2019-11-23 20:10:14","radius",15.2
"WBC-91","2019-05-05 20:12:52","radius",14.8
"WBC-91","2019-05-05 20:12:52","texture",23.3
"WBC-91","2019-11-09 22:56:09","texture",21.5
"WBC-91","2019-06-15 23:05:45","texture",23.5
"WBC-91","2019-11-23 20:10:14","texture",25.6
"WBC-91","2019-11-23 20:10:14","perimeter",96.7
"WBC-91","2019-05-05 20:12:52","perimeter",95.8
"WBC-91","2019-11-09 22:56:09","perimeter",93.8
"WBC-91","2019-06-15 23:05:45","perimeter",93.5
"WBC-91","2019-06-15 23:05:45","area",667.6
"WBC-91","2019-11-23 20:10:14","area",601.5
"WBC-91","2019-05-05 20:12:52","area",664.6
"WBC-91","2019-11-09 22:56:09","area",678.6
"WBC-92","2019-11-09 22:56:09","radius",16
"WBC-92","2019-06-15 23:05:45","radius",15.4
"WBC-92","2019-11-23 20:10:14","radius",15.2
"WBC-92","2019-05-05 20:12:52","radius",15.3
"WBC-92","2019-05-05 20:12:52","texture",23.2
"WBC-92","2019-11-09 22:56:09","texture",21.9
"WBC-92","2019-06-15 23:05:45","texture",23.8
"WBC-92","2019-11-23 20:10:14","texture",23
"WBC-92","2019-11-23 20:10:14","perimeter",96.3
"WBC-92","2019-05-05 20:12:52","perimeter",100.7
"WBC-92","2019-11-09 22:56:09","perimeter",99.8
"WBC-92","2019-06-15 23:05:45","perimeter",98.8
"WBC-92","2019-06-15 23:05:45","area",701.5
"WBC-92","2019-11-23 20:10:14","area",726
"WBC-92","2019-05-05 20:12:52","area",749.6
"WBC-92","2019-11-09 22:56:09","area",787.5
"WBC-93","2019-11-09 22:56:09","radius",13.5
"WBC-93","2019-06-15 23:05:45","radius",14
"WBC-93","2019-11-23 20:10:14","radius",13.4
"WBC-93","2019-05-05 20:12:52","radius",13.6
"WBC-93","2019-05-05 20:12:52","texture",14.1
"WBC-93","2019-11-09 22:56:09","texture",14.1
"WBC-93","2019-06-15 23:05:45","texture",15
"WBC-93","2019-11-23 20:10:14","texture",14.1
"WBC-93","2019-11-23 20:10:14","perimeter",83.6
"WBC-93","2019-05-05 20:12:52","perimeter",86.1
"WBC-93","2019-11-09 22:56:09","perimeter",85.3
"WBC-93","2019-06-15 23:05:45","perimeter",87.2
"WBC-93","2019-06-15 23:05:45","area",597.4
"WBC-93","2019-11-23 20:10:14","area",573.1
"WBC-93","2019-05-05 20:12:52","area",613.6
"WBC-93","2019-11-09 22:56:09","area",474.6
"WBC-94","2019-11-09 22:56:09","radius",13.1
"WBC-94","2019-06-15 23:05:45","radius",13.5
"WBC-94","2019-11-23 20:10:14","radius",13.6
"WBC-94","2019-05-05 20:12:52","radius",13.5
"WBC-94","2019-05-05 20:12:52","texture",16.3
"WBC-94","2019-11-09 22:56:09","texture",19.5
"WBC-94","2019-06-15 23:05:45","texture",18
"WBC-94","2019-11-23 20:10:14","texture",16.8
"WBC-94","2019-11-23 20:10:14","perimeter",85.2
"WBC-94","2019-05-05 20:12:52","perimeter",86.3
"WBC-94","2019-11-09 22:56:09","perimeter",88.6
"WBC-94","2019-06-15 23:05:45","perimeter",87.3
"WBC-94","2019-06-15 23:05:45","area",581.2
"WBC-94","2019-11-23 20:10:14","area",577.7
"WBC-94","2019-05-05 20:12:52","area",549.1
"WBC-94","2019-11-09 22:56:09","area",550.5
"WBC-95","2019-11-09 22:56:09","radius",15.9
"WBC-95","2019-06-15 23:05:45","radius",16
"WBC-95","2019-11-23 20:10:14","radius",14.5
"WBC-95","2019-05-05 20:12:52","radius",15.5
"WBC-95","2019-05-05 20:12:52","texture",21
"WBC-95","2019-11-09 22:56:09","texture",17.1
"WBC-95","2019-06-15 23:05:45","texture",20.8
"WBC-95","2019-11-23 20:10:14","texture",18
"WBC-95","2019-11-23 20:10:14","perimeter",98.6
"WBC-95","2019-05-05 20:12:52","perimeter",102.6
"WBC-95","2019-11-09 22:56:09","perimeter",101
"WBC-95","2019-06-15 23:05:45","perimeter",97.4
"WBC-95","2019-06-15 23:05:45","area",723.7
"WBC-95","2019-11-23 20:10:14","area",709.6
"WBC-95","2019-05-05 20:12:52","area",671.4
"WBC-95","2019-11-09 22:56:09","area",760.7
"WBC-96","2019-11-09 22:56:09","radius",19.7
"WBC-96","2019-06-15 23:05:45","radius",20.1
"WBC-96","2019-11-23 20:10:14","radius",20.7
"WBC-96","2019-05-05 20:12:52","radius",19.2
"WBC-96","2019-05-05 20:12:52","texture",21
"WBC-96","2019-11-09 22:56:09","texture",23
"WBC-96","2019-06-15 23:05:45","texture",21.3
"WBC-96","2019-11-23 20:10:14","texture",20.7
"WBC-96","2019-11-23 20:10:14","perimeter",121
"WBC-96","2019-05-05 20:12:52","perimeter",134.4
"WBC-96","2019-11-09 22:56:09","perimeter",129.3
"WBC-96","2019-06-15 23:05:45","perimeter",137.5
"WBC-96","2019-06-15 23:05:45","area",1321
"WBC-96","2019-11-23 20:10:14","area",1194.9
"WBC-96","2019-05-05 20:12:52","area",1164.3
"WBC-96","2019-11-09 22:56:09","area",1283.3
"WBC-97","2019-11-09 22:56:09","radius",12.4
"WBC-97","2019-06-15 23:05:45","radius",12.1
"WBC-97","2019-11-23 20:10:14","radius",12.4
"WBC-97","2019-05-05 20:12:52","radius",12
"WBC-97","2019-05-05 20:12:52","texture",18.8
"WBC-97","2019-11-09 22:56:09","texture",16.4
"WBC-97","2019-06-15 23:05:45","texture",18.3
"WBC-97","2019-11-23 20:10:14","texture",15.7
"WBC-97","2019-11-23 20:10:14","perimeter",79
"WBC-97","2019-05-05 20:12:52","perimeter",77.7
"WBC-97","2019-11-09 22:56:09","perimeter",78
"WBC-97","2019-06-15 23:05:45","perimeter",78.4
"WBC-97","2019-06-15 23:05:45","area",468.4
"WBC-97","2019-11-23 20:10:14","area",463.1
"WBC-97","2019-05-05 20:12:52","area",425.4
"WBC-97","2019-11-09 22:56:09","area",452
"WBC-98","2019-11-09 22:56:09","radius",10.1
"WBC-98","2019-06-15 23:05:45","radius",9.8
"WBC-98","2019-11-23 20:10:14","radius",9.4
"WBC-98","2019-05-05 20:12:52","radius",10.3
"WBC-98","2019-05-05 20:12:52","texture",25.1
"WBC-98","2019-11-09 22:56:09","texture",21.7
"WBC-98","2019-06-15 23:05:45","texture",21.9
"WBC-98","2019-11-23 20:10:14","texture",18.5
"WBC-98","2019-11-23 20:10:14","perimeter",65.5
"WBC-98","2019-05-05 20:12:52","perimeter",59.9
"WBC-98","2019-11-09 22:56:09","perimeter",62.1
"WBC-98","2019-06-15 23:05:45","perimeter",63.9
"WBC-98","2019-06-15 23:05:45","area",261.1
"WBC-98","2019-11-23 20:10:14","area",313.2
"WBC-98","2019-05-05 20:12:52","area",322.4
"WBC-98","2019-11-09 22:56:09","area",281.3
"WBC-99","2019-11-09 22:56:09","radius",11.9
"WBC-99","2019-06-15 23:05:45","radius",11.4
"WBC-99","2019-11-23 20:10:14","radius",11.6
"WBC-99","2019-05-05 20:12:52","radius",11.7
"WBC-99","2019-05-05 20:12:52","texture",13.4
"WBC-99","2019-11-09 22:56:09","texture",13.9
"WBC-99","2019-06-15 23:05:45","texture",13.4
"WBC-99","2019-11-23 20:10:14","texture",10.8
"WBC-99","2019-11-23 20:10:14","perimeter",72.2
"WBC-99","2019-05-05 20:12:52","perimeter",75.8
"WBC-99","2019-11-09 22:56:09","perimeter",72.9
"WBC-99","2019-06-15 23:05:45","perimeter",73.3
"WBC-99","2019-06-15 23:05:45","area",405.2
"WBC-99","2019-11-23 20:10:14","area",414.2
"WBC-99","2019-05-05 20:12:52","area",396.7
"WBC-99","2019-11-09 22:56:09","area",428
"WBC-100","2019-11-09 22:56:09","radius",14.8
"WBC-100","2019-06-15 23:05:45","radius",14.9
"WBC-100","2019-11-23 20:10:14","radius",14.1
"WBC-100","2019-05-05 20:12:52","radius",14.4
"WBC-100","2019-05-05 20:12:52","texture",17.6
"WBC-100","2019-11-09 22:56:09","texture",18.5
"WBC-100","2019-06-15 23:05:45","texture",21.3
"WBC-100","2019-11-23 20:10:14","texture",20.5
"WBC-100","2019-11-23 20:10:14","perimeter",95.8
"WBC-100","2019-05-05 20:12:52","perimeter",91.6
"WBC-100","2019-11-09 22:56:09","perimeter",91.7
"WBC-100","2019-06-15 23:05:45","perimeter",96.2
"WBC-100","2019-06-15 23:05:45","area",594.2
"WBC-100","2019-11-23 20:10:14","area",630.3
"WBC-100","2019-05-05 20:12:52","area",604.3
"WBC-100","2019-11-09 22:56:09","area",613.8
"WBC-101","2019-11-09 22:56:09","radius",13.8
"WBC-101","2019-06-15 23:05:45","radius",13.1
"WBC-101","2019-11-23 20:10:14","radius",13
"WBC-101","2019-05-05 20:12:52","radius",13.6
"WBC-101","2019-05-05 20:12:52","texture",25.9
"WBC-101","2019-11-09 22:56:09","texture",26.9
"WBC-101","2019-06-15 23:05:45","texture",25
"WBC-101","2019-11-23 20:10:14","texture",23.3
"WBC-101","2019-11-23 20:10:14","perimeter",87.6
"WBC-101","2019-05-05 20:12:52","perimeter",90.3
"WBC-101","2019-11-09 22:56:09","perimeter",86
"WBC-101","2019-06-15 23:05:45","perimeter",84.2
"WBC-101","2019-06-15 23:05:45","area",622.9
"WBC-101","2019-11-23 20:10:14","area",517.2
"WBC-101","2019-05-05 20:12:52","area",587.1
"WBC-101","2019-11-09 22:56:09","area",583.1
"WBC-102","2019-11-09 22:56:09","radius",7.2
"WBC-102","2019-06-15 23:05:45","radius",7.1
"WBC-102","2019-11-23 20:10:14","radius",7.1
"WBC-102","2019-05-05 20:12:52","radius",7.1
"WBC-102","2019-05-05 20:12:52","texture",13.4
"WBC-102","2019-11-09 22:56:09","texture",14.1
"WBC-102","2019-06-15 23:05:45","texture",14
"WBC-102","2019-11-23 20:10:14","texture",12.6
"WBC-102","2019-11-23 20:10:14","perimeter",39.7
"WBC-102","2019-05-05 20:12:52","perimeter",43.2
"WBC-102","2019-11-09 22:56:09","perimeter",45.4
"WBC-102","2019-06-15 23:05:45","perimeter",41.9
"WBC-102","2019-06-15 23:05:45","area",149.1
"WBC-102","2019-11-23 20:10:14","area",149.9
"WBC-102","2019-05-05 20:12:52","area",146.7
"WBC-102","2019-11-09 22:56:09","area",143.8
"WBC-103","2019-11-09 22:56:09","radius",12.3
"WBC-103","2019-06-15 23:05:45","radius",12.2
"WBC-103","2019-11-23 20:10:14","radius",12.1
"WBC-103","2019-05-05 20:12:52","radius",12.2
"WBC-103","2019-05-05 20:12:52","texture",20.3
"WBC-103","2019-11-09 22:56:09","texture",26.9
"WBC-103","2019-06-15 23:05:45","texture",18.6
"WBC-103","2019-11-23 20:10:14","texture",21.5
"WBC-103","2019-11-23 20:10:14","perimeter",78.8
"WBC-103","2019-05-05 20:12:52","perimeter",77.7
"WBC-103","2019-11-09 22:56:09","perimeter",78.1
"WBC-103","2019-06-15 23:05:45","perimeter",74.8
"WBC-103","2019-06-15 23:05:45","area",453.4
"WBC-103","2019-11-23 20:10:14","area",443.9
"WBC-103","2019-05-05 20:12:52","area",472.6
"WBC-103","2019-11-09 22:56:09","area",437.7
"WBC-104","2019-11-09 22:56:09","radius",10
"WBC-104","2019-06-15 23:05:45","radius",10
"WBC-104","2019-11-23 20:10:14","radius",10
"WBC-104","2019-05-05 20:12:52","radius",10.2
"WBC-104","2019-05-05 20:12:52","texture",20.5
"WBC-104","2019-11-09 22:56:09","texture",18.9
"WBC-104","2019-06-15 23:05:45","texture",20.2
"WBC-104","2019-11-23 20:10:14","texture",18.8
"WBC-104","2019-11-23 20:10:14","perimeter",64.2
"WBC-104","2019-05-05 20:12:52","perimeter",64.1
"WBC-104","2019-11-09 22:56:09","perimeter",62.8
"WBC-104","2019-06-15 23:05:45","perimeter",65.3
"WBC-104","2019-06-15 23:05:45","area",301.1
"WBC-104","2019-11-23 20:10:14","area",314.5
"WBC-104","2019-05-05 20:12:52","area",299.9
"WBC-104","2019-11-09 22:56:09","area",297.6
"WBC-105","2019-11-09 22:56:09","radius",10.5
"WBC-105","2019-06-15 23:05:45","radius",10.4
"WBC-105","2019-11-23 20:10:14","radius",10.2
"WBC-105","2019-05-05 20:12:52","radius",10.1
"WBC-105","2019-05-05 20:12:52","texture",19.9
"WBC-105","2019-11-09 22:56:09","texture",18.6
"WBC-105","2019-06-15 23:05:45","texture",17.4
"WBC-105","2019-11-23 20:10:14","texture",19.7
"WBC-105","2019-11-23 20:10:14","perimeter",67.3
"WBC-105","2019-05-05 20:12:52","perimeter",66.7
"WBC-105","2019-11-09 22:56:09","perimeter",66.9
"WBC-105","2019-06-15 23:05:45","perimeter",68.3
"WBC-105","2019-06-15 23:05:45","area",349
"WBC-105","2019-11-23 20:10:14","area",291.6
"WBC-105","2019-05-05 20:12:52","area",364.8
"WBC-105","2019-11-09 22:56:09","area",324.2
"WBC-106","2019-11-09 22:56:09","radius",13.2
"WBC-106","2019-06-15 23:05:45","radius",13.3
"WBC-106","2019-11-23 20:10:14","radius",13
"WBC-106","2019-05-05 20:12:52","radius",13.2
"WBC-106","2019-05-05 20:12:52","texture",14.9
"WBC-106","2019-11-09 22:56:09","texture",14.7
"WBC-106","2019-06-15 23:05:45","texture",15.7
"WBC-106","2019-11-23 20:10:14","texture",16.2
"WBC-106","2019-11-23 20:10:14","perimeter",87.1
"WBC-106","2019-05-05 20:12:52","perimeter",90.5
"WBC-106","2019-11-09 22:56:09","perimeter",85.2
"WBC-106","2019-06-15 23:05:45","perimeter",90.8
"WBC-106","2019-06-15 23:05:45","area",511
"WBC-106","2019-11-23 20:10:14","area",563.2
"WBC-106","2019-05-05 20:12:52","area",578.4
"WBC-106","2019-11-09 22:56:09","area",556.4
"WBC-107","2019-11-09 22:56:09","radius",11.5
"WBC-107","2019-06-15 23:05:45","radius",12
"WBC-107","2019-11-23 20:10:14","radius",11.6
"WBC-107","2019-05-05 20:12:52","radius",12
"WBC-107","2019-05-05 20:12:52","texture",16.6
"WBC-107","2019-11-09 22:56:09","texture",16.1
"WBC-107","2019-06-15 23:05:45","texture",18.3
"WBC-107","2019-11-23 20:10:14","texture",19.5
"WBC-107","2019-11-23 20:10:14","perimeter",78.8
"WBC-107","2019-05-05 20:12:52","perimeter",75.1
"WBC-107","2019-11-09 22:56:09","perimeter",72.3
"WBC-107","2019-06-15 23:05:45","perimeter",74.4
"WBC-107","2019-06-15 23:05:45","area",413.2
"WBC-107","2019-11-23 20:10:14","area",402.7
"WBC-107","2019-05-05 20:12:52","area",401.7
"WBC-107","2019-11-09 22:56:09","area",398.3
"WBC-108","2019-11-09 22:56:09","radius",12.4
"WBC-108","2019-06-15 23:05:45","radius",12.3
"WBC-108","2019-11-23 20:10:14","radius",12.4
"WBC-108","2019-05-05 20:12:52","radius",12.5
"WBC-108","2019-05-05 20:12:52","texture",17.5
"WBC-108","2019-11-09 22:56:09","texture",18.5
"WBC-108","2019-06-15 23:05:45","texture",19.2
"WBC-108","2019-11-23 20:10:14","texture",18.8
"WBC-108","2019-11-23 20:10:14","perimeter",79.4
"WBC-108","2019-05-05 20:12:52","perimeter",80
"WBC-108","2019-11-09 22:56:09","perimeter",79.1
"WBC-108","2019-06-15 23:05:45","perimeter",80.6
"WBC-108","2019-06-15 23:05:45","area",474.3
"WBC-108","2019-11-23 20:10:14","area",486.4
"WBC-108","2019-05-05 20:12:52","area",466.5
"WBC-108","2019-11-09 22:56:09","area",469.9
"WBC-109","2019-11-09 22:56:09","radius",20.4
"WBC-109","2019-06-15 23:05:45","radius",21.4
"WBC-109","2019-11-23 20:10:14","radius",22.5
"WBC-109","2019-05-05 20:12:52","radius",22.5
"WBC-109","2019-05-05 20:12:52","texture",19.6
"WBC-109","2019-11-09 22:56:09","texture",20.5
"WBC-109","2019-06-15 23:05:45","texture",19.4
"WBC-109","2019-11-23 20:10:14","texture",23.7
"WBC-109","2019-11-23 20:10:14","perimeter",143.7
"WBC-109","2019-05-05 20:12:52","perimeter",151.4
"WBC-109","2019-11-09 22:56:09","perimeter",145.9
"WBC-109","2019-06-15 23:05:45","perimeter",162.5
"WBC-109","2019-06-15 23:05:45","area",1363.2
"WBC-109","2019-11-23 20:10:14","area",1913.6
"WBC-109","2019-05-05 20:12:52","area",1485.1
"WBC-109","2019-11-09 22:56:09","area",1931.7
"WBC-110","2019-11-09 22:56:09","radius",11.5
"WBC-110","2019-06-15 23:05:45","radius",11.2
"WBC-110","2019-11-23 20:10:14","radius",11.2
"WBC-110","2019-05-05 20:12:52","radius",11.3
"WBC-110","2019-05-05 20:12:52","texture",21.5
"WBC-110","2019-11-09 22:56:09","texture",22.5
"WBC-110","2019-06-15 23:05:45","texture",22
"WBC-110","2019-11-23 20:10:14","texture",23.3
"WBC-110","2019-11-23 20:10:14","perimeter",70.8
"WBC-110","2019-05-05 20:12:52","perimeter",72
"WBC-110","2019-11-09 22:56:09","perimeter",70.6
"WBC-110","2019-06-15 23:05:45","perimeter",73.1
"WBC-110","2019-06-15 23:05:45","area",404.6
"WBC-110","2019-11-23 20:10:14","area",414.6
"WBC-110","2019-05-05 20:12:52","area",398.7
"WBC-110","2019-11-09 22:56:09","area",387.5
"WBC-111","2019-11-09 22:56:09","radius",10.1
"WBC-111","2019-06-15 23:05:45","radius",9.2
"WBC-111","2019-11-23 20:10:14","radius",9.2
"WBC-111","2019-05-05 20:12:52","radius",9.3
"WBC-111","2019-05-05 20:12:52","texture",15.8
"WBC-111","2019-11-09 22:56:09","texture",17.5
"WBC-111","2019-06-15 23:05:45","texture",17
"WBC-111","2019-11-23 20:10:14","texture",16.1
"WBC-111","2019-11-23 20:10:14","perimeter",61.6
"WBC-111","2019-05-05 20:12:52","perimeter",59.8
"WBC-111","2019-11-09 22:56:09","perimeter",67.6
"WBC-111","2019-06-15 23:05:45","perimeter",61.4
"WBC-111","2019-06-15 23:05:45","area",254.9
"WBC-111","2019-11-23 20:10:14","area",272.2
"WBC-111","2019-05-05 20:12:52","area",295.1
"WBC-111","2019-11-09 22:56:09","area",285.7
"WBC-112","2019-11-09 22:56:09","radius",12.9
"WBC-112","2019-06-15 23:05:45","radius",12.4
"WBC-112","2019-11-23 20:10:14","radius",12.8
"WBC-112","2019-05-05 20:12:52","radius",12.6
"WBC-112","2019-05-05 20:12:52","texture",22.1
"WBC-112","2019-11-09 22:56:09","texture",25.2
"WBC-112","2019-06-15 23:05:45","texture",21
"WBC-112","2019-11-23 20:10:14","texture",20.5
"WBC-112","2019-11-23 20:10:14","perimeter",77.1
"WBC-112","2019-05-05 20:12:52","perimeter",75.9
"WBC-112","2019-11-09 22:56:09","perimeter",83.2
"WBC-112","2019-06-15 23:05:45","perimeter",83.6
"WBC-112","2019-06-15 23:05:45","area",459
"WBC-112","2019-11-23 20:10:14","area",467.6
"WBC-112","2019-05-05 20:12:52","area",478.8
"WBC-112","2019-11-09 22:56:09","area",490.2
"WBC-113","2019-11-09 22:56:09","radius",14.7
"WBC-113","2019-06-15 23:05:45","radius",14.8
"WBC-113","2019-11-23 20:10:14","radius",14.3
"WBC-113","2019-05-05 20:12:52","radius",15.2
"WBC-113","2019-05-05 20:12:52","texture",20.5
"WBC-113","2019-11-09 22:56:09","texture",19.9
"WBC-113","2019-06-15 23:05:45","texture",20.6
"WBC-113","2019-11-23 20:10:14","texture",22.4
"WBC-113","2019-11-23 20:10:14","perimeter",103.7
"WBC-113","2019-05-05 20:12:52","perimeter",97.6
"WBC-113","2019-11-09 22:56:09","perimeter",93.2
"WBC-113","2019-06-15 23:05:45","perimeter",97.9
"WBC-113","2019-06-15 23:05:45","area",588.7
"WBC-113","2019-11-23 20:10:14","area",659.2
