--- Starting fine-tuning for model_type: gpt2 ---
Model configured with LoRA:
trainable params: 294912 || all params: 124734720 || trainable%: 0.24
Starting training...
{'loss': '3.568', 'grad_norm': '0.3329', 'learning_rate': '0.0002', 'epoch': '0.0006034'}
{'loss': '2.634', 'grad_norm': '0.4771', 'learning_rate': '0.0001685', 'epoch': '0.1581'}
{'loss': '2.15', 'grad_norm': '0.3916', 'learning_rate': '0.0001684', 'epoch': '0.1587'}
{'loss': '2.242', 'grad_norm': '0.4161', 'learning_rate': '0.0001683', 'epoch': '0.1593'}
{'loss': '2.749', 'grad_norm': '0.5232', 'learning_rate': '0.0001682', 'epoch': '0.1599'}
{'loss': '2.45', 'grad_norm': '0.5205', 'learning_rate': '0.000168', 'epoch': '0.1605'}
{'loss': '2.036', 'grad_norm': '0.3698', 'learning_rate': '0.0001679', 'epoch': '0.1611'}
{'loss': '1.876', 'grad_norm': '0.3402', 'learning_rate': '0.0001678', 'epoch': '0.1617'}
{'loss': '2.485', 'grad_norm': '0.4816', 'learning_rate': '0.0001677', 'epoch': '0.1623'}
{'loss': '2.108', 'grad_norm': '0.3929', 'learning_rate': '0.0001676', 'epoch': '0.1629'}
{'loss': '2.412', 'grad_norm': '0.4548', 'learning_rate': '0.0001674', 'epoch': '0.1635'}
{'loss': '2.014', 'grad_norm': '0.3194', 'learning_rate': '0.0001673', 'epoch': '0.1641'}
{'loss': '1.965', 'grad_norm': '0.4563', 'learning_rate': '0.0001672', 'epoch': '0.1647'}
{'loss': '2.443', 'grad_norm': '0.3704', 'learning_rate': '0.0001671', 'epoch': '0.1653'}
{'loss': '2.449', 'grad_norm': '0.542', 'learning_rate': '0.0001669', 'epoch': '0.1659'}
{'loss': '1.826', 'grad_norm': '0.402', 'learning_rate': '0.0001668', 'epoch': '0.1665'}
{'loss': '2.364', 'grad_norm': '0.4718', 'learning_rate': '0.0001667', 'epoch': '0.1671'}
{'loss': '2.031', 'grad_norm': '0.3828', 'learning_rate': '0.0001666', 'epoch': '0.1677'}
{'loss': '2.068', 'grad_norm': '0.3406', 'learning_rate': '0.0001665', 'epoch': '0.1684'}
{'loss': '2.024', 'grad_norm': '0.376', 'learning_rate': '0.0001663', 'epoch': '0.169'}
{'loss': '2.307', 'grad_norm': '0.3713', 'learning_rate': '0.0001662', 'epoch': '0.1696'}
{'loss': '1.817', 'grad_norm': '0.3714', 'learning_rate': '0.0001661', 'epoch': '0.1702'}
{'loss': '2.606', 'grad_norm': '0.5327', 'learning_rate': '0.000166', 'epoch': '0.1708'}
{'loss': '2.26', 'grad_norm': '0.412', 'learning_rate': '0.0001659', 'epoch': '0.1714'}
{'loss': '1.76', 'grad_norm': '0.5059', 'learning_rate': '0.0001657', 'epoch': '0.172'}
{'loss': '1.921', 'grad_norm': '0.354', 'learning_rate': '0.0001656', 'epoch': '0.1726'}
{'loss': '2.06', 'grad_norm': '0.381', 'learning_rate': '0.0001655', 'epoch': '0.1732'}
{'loss': '2.358', 'grad_norm': '0.4056', 'learning_rate': '0.0001654', 'epoch': '0.1738'}
{'loss': '2.384', 'grad_norm': '0.3964', 'learning_rate': '0.0001653', 'epoch': '0.1744'}
{'loss': '2.19', 'grad_norm': '0.3449', 'learning_rate': '0.0001651', 'epoch': '0.175'}
{'loss': '1.592', 'grad_norm': '0.4232', 'learning_rate': '0.000165', 'epoch': '0.1756'}
{'loss': '1.818', 'grad_norm': '0.5711', 'learning_rate': '0.0001649', 'epoch': '0.1762'}
{'loss': '2.218', 'grad_norm': '0.4868', 'learning_rate': '0.0001648', 'epoch': '0.1768'}
{'loss': '2.001', 'grad_norm': '0.5096', 'learning_rate': '0.0001647', 'epoch': '0.1774'}
{'loss': '2.31', 'grad_norm': '0.5018', 'learning_rate': '0.0001645', 'epoch': '0.178'}
{'loss': '2.222', 'grad_norm': '0.5057', 'learning_rate': '0.0001644', 'epoch': '0.1786'}
{'loss': '2.278', 'grad_norm': '0.466', 'learning_rate': '0.0001643', 'epoch': '0.1792'}
{'loss': '2.332', 'grad_norm': '0.6661', 'learning_rate': '0.0001642', 'epoch': '0.1798'}
{'loss': '2.086', 'grad_norm': '0.457', 'learning_rate': '0.0001641', 'epoch': '0.1804'}
{'loss': '1.859', 'grad_norm': '0.498', 'learning_rate': '0.0001639', 'epoch': '0.181'}
{'loss': '1.962', 'grad_norm': '0.3512', 'learning_rate': '0.0001638', 'epoch': '0.1816'}
{'loss': '2.633', 'grad_norm': '0.4407', 'learning_rate': '0.0001637', 'epoch': '0.1822'}
{'loss': '1.782', 'grad_norm': '0.5292', 'learning_rate': '0.0001636', 'epoch': '0.1828'}
{'loss': '2.104', 'grad_norm': '0.4643', 'learning_rate': '0.0001634', 'epoch': '0.1834'}
{'loss': '2.111', 'grad_norm': '0.4211', 'learning_rate': '0.0001633', 'epoch': '0.184'}
{'loss': '2.38', 'grad_norm': '0.4523', 'learning_rate': '0.0001632', 'epoch': '0.1846'}
{'loss': '2.487', 'grad_norm': '0.5288', 'learning_rate': '0.0001631', 'epoch': '0.1852'}
{'loss': '2.049', 'grad_norm': '0.3431', 'learning_rate': '0.000163', 'epoch': '0.1859'}
{'loss': '2.072', 'grad_norm': '0.4708', 'learning_rate': '0.0001628', 'epoch': '0.1865'}
{'loss': '2.106', 'grad_norm': '0.4574', 'learning_rate': '0.0001627', 'epoch': '0.1871'}
{'loss': '2.192', 'grad_norm': '0.4884', 'learning_rate': '0.0001626', 'epoch': '0.1877'}
{'loss': '2.038', 'grad_norm': '0.4669', 'learning_rate': '0.0001625', 'epoch': '0.1883'}
{'loss': '2.518', 'grad_norm': '0.5396', 'learning_rate': '0.0001624', 'epoch': '0.1889'}
{'loss': '2.115', 'grad_norm': '0.5084', 'learning_rate': '0.0001622', 'epoch': '0.1895'}
{'loss': '2.316', 'grad_norm': '0.3772', 'learning_rate': '0.0001621', 'epoch': '0.1901'}
{'loss': '2.118', 'grad_norm': '0.4425', 'learning_rate': '0.000162', 'epoch': '0.1907'}
{'loss': '2.058', 'grad_norm': '0.4932', 'learning_rate': '0.0001619', 'epoch': '0.1913'}
{'loss': '1.848', 'grad_norm': '0.3029', 'learning_rate': '0.0001618', 'epoch': '0.1919'}
{'loss': '1.881', 'grad_norm': '0.3171', 'learning_rate': '0.0001616', 'epoch': '0.1925'}
{'loss': '2.571', 'grad_norm': '0.5279', 'learning_rate': '0.0001615', 'epoch': '0.1931'}
{'loss': '2.446', 'grad_norm': '0.3665', 'learning_rate': '0.0001614', 'epoch': '0.1937'}
{'loss': '1.667', 'grad_norm': '0.3607', 'learning_rate': '0.0001613', 'epoch': '0.1943'}
{'loss': '1.949', 'grad_norm': '0.3703', 'learning_rate': '0.0001612', 'epoch': '0.1949'}
{'loss': '2.434', 'grad_norm': '0.529', 'learning_rate': '0.000161', 'epoch': '0.1955'}
{'loss': '2.241', 'grad_norm': '0.5447', 'learning_rate': '0.0001609', 'epoch': '0.1961'}
{'loss': '2.429', 'grad_norm': '0.3965', 'learning_rate': '0.0001608', 'epoch': '0.1967'}
{'loss': '1.716', 'grad_norm': '0.3825', 'learning_rate': '0.0001607', 'epoch': '0.1973'}
{'loss': '1.637', 'grad_norm': '0.6269', 'learning_rate': '0.0001606', 'epoch': '0.1979'}
{'loss': '2.309', 'grad_norm': '0.3989', 'learning_rate': '0.0001604', 'epoch': '0.1985'}
{'loss': '2.343', 'grad_norm': '0.3849', 'learning_rate': '0.0001603', 'epoch': '0.1991'}
{'loss': '2.031', 'grad_norm': '0.3334', 'learning_rate': '0.0001602', 'epoch': '0.1997'}
{'loss': '2.078', 'grad_norm': '0.3947', 'learning_rate': '0.0001601', 'epoch': '0.2003'}
{'loss': '2.221', 'grad_norm': '0.5687', 'learning_rate': '0.00016', 'epoch': '0.2009'}
{'loss': '2.564', 'grad_norm': '0.5758', 'learning_rate': '0.0001598', 'epoch': '0.2015'}
{'loss': '1.967', 'grad_norm': '0.4466', 'learning_rate': '0.0001597', 'epoch': '0.2021'}
{'loss': '2.026', 'grad_norm': '0.5283', 'learning_rate': '0.0001596', 'epoch': '0.2027'}
{'loss': '1.936', 'grad_norm': '0.4791', 'learning_rate': '0.0001595', 'epoch': '0.2033'}
{'loss': '1.876', 'grad_norm': '0.3603', 'learning_rate': '0.0001593', 'epoch': '0.204'}
{'loss': '2.333', 'grad_norm': '0.4211', 'learning_rate': '0.0001592', 'epoch': '0.2046'}
{'loss': '1.989', 'grad_norm': '0.5111', 'learning_rate': '0.0001591', 'epoch': '0.2052'}
{'loss': '1.81', 'grad_norm': '0.3297', 'learning_rate': '0.000159', 'epoch': '0.2058'}
{'loss': '2.314', 'grad_norm': '0.3981', 'learning_rate': '0.0001589', 'epoch': '0.2064'}
{'loss': '1.929', 'grad_norm': '0.4605', 'learning_rate': '0.0001587', 'epoch': '0.207'}
{'loss': '1.995', 'grad_norm': '0.361', 'learning_rate': '0.0001586', 'epoch': '0.2076'}
{'loss': '2.293', 'grad_norm': '0.4161', 'learning_rate': '0.0001585', 'epoch': '0.2082'}
{'loss': '2.034', 'grad_norm': '0.3995', 'learning_rate': '0.0001584', 'epoch': '0.2088'}
{'loss': '1.886', 'grad_norm': '0.4118', 'learning_rate': '0.0001583', 'epoch': '0.2094'}
{'loss': '2.215', 'grad_norm': '0.3827', 'learning_rate': '0.0001581', 'epoch': '0.21'}
{'loss': '2.257', 'grad_norm': '0.3676', 'learning_rate': '0.000158', 'epoch': '0.2106'}
{'loss': '1.85', 'grad_norm': '0.4255', 'learning_rate': '0.0001579', 'epoch': '0.2112'}
{'loss': '2.264', 'grad_norm': '0.5515', 'learning_rate': '0.0001578', 'epoch': '0.2118'}
{'loss': '2.433', 'grad_norm': '0.4233', 'learning_rate': '0.0001577', 'epoch': '0.2124'}
{'loss': '1.912', 'grad_norm': '0.5973', 'learning_rate': '0.0001575', 'epoch': '0.213'}
{'loss': '2.488', 'grad_norm': '0.4332', 'learning_rate': '0.0001574', 'epoch': '0.2136'}
{'loss': '1.812', 'grad_norm': '0.3927', 'learning_rate': '0.0001573', 'epoch': '0.2142'}
{'loss': '2.135', 'grad_norm': '0.4427', 'learning_rate': '0.0001572', 'epoch': '0.2148'}
{'loss': '1.847', 'grad_norm': '0.4039', 'learning_rate': '0.0001571', 'epoch': '0.2154'}
{'loss': '2.533', 'grad_norm': '0.4291', 'learning_rate': '0.0001569', 'epoch': '0.216'}
{'loss': '2.656', 'grad_norm': '0.496', 'learning_rate': '0.0001568', 'epoch': '0.2166'}
{'loss': '2.33', 'grad_norm': '0.4708', 'learning_rate': '0.0001567', 'epoch': '0.2172'}
{'loss': '2.354', 'grad_norm': '0.5295', 'learning_rate': '0.0001566', 'epoch': '0.2178'}
{'loss': '1.994', 'grad_norm': '0.4565', 'learning_rate': '0.0001565', 'epoch': '0.2184'}
{'loss': '2.653', 'grad_norm': '0.4748', 'learning_rate': '0.0001563', 'epoch': '0.219'}
{'loss': '2.065', 'grad_norm': '0.343', 'learning_rate': '0.0001562', 'epoch': '0.2196'}
{'loss': '1.875', 'grad_norm': '0.4236', 'learning_rate': '0.0001561', 'epoch': '0.2202'}
{'loss': '2.082', 'grad_norm': '0.3812', 'learning_rate': '0.000156', 'epoch': '0.2208'}
{'loss': '2.311', 'grad_norm': '0.4959', 'learning_rate': '0.0001559', 'epoch': '0.2215'}
{'loss': '2.122', 'grad_norm': '0.4169', 'learning_rate': '0.0001557', 'epoch': '0.2221'}
{'loss': '2.528', 'grad_norm': '0.5071', 'learning_rate': '0.0001556', 'epoch': '0.2227'}
{'loss': '2.576', 'grad_norm': '0.5783', 'learning_rate': '0.0001555', 'epoch': '0.2233'}
{'loss': '2.276', 'grad_norm': '0.4382', 'learning_rate': '0.0001554', 'epoch': '0.2239'}
{'loss': '1.697', 'grad_norm': '0.4629', 'learning_rate': '0.0001552', 'epoch': '0.2245'}
{'loss': '2.062', 'grad_norm': '0.4392', 'learning_rate': '0.0001551', 'epoch': '0.2251'}
{'loss': '2.181', 'grad_norm': '0.5', 'learning_rate': '0.000155', 'epoch': '0.2257'}
{'loss': '2.171', 'grad_norm': '0.3368', 'learning_rate': '0.0001549', 'epoch': '0.2263'}
{'loss': '2.435', 'grad_norm': '0.4286', 'learning_rate': '0.0001548', 'epoch': '0.2269'}
{'loss': '1.791', 'grad_norm': '0.3771', 'learning_rate': '0.0001546', 'epoch': '0.2275'}
{'loss': '2.05', 'grad_norm': '0.5066', 'learning_rate': '0.0001545', 'epoch': '0.2281'}
{'loss': '2.462', 'grad_norm': '0.4453', 'learning_rate': '0.0001544', 'epoch': '0.2287'}
{'loss': '2.148', 'grad_norm': '0.4181', 'learning_rate': '0.0001543', 'epoch': '0.2293'}
{'loss': '1.92', 'grad_norm': '0.4035', 'learning_rate': '0.0001542', 'epoch': '0.2299'}
{'loss': '2.355', 'grad_norm': '0.6278', 'learning_rate': '0.000154', 'epoch': '0.2305'}
{'loss': '1.876', 'grad_norm': '0.4279', 'learning_rate': '0.0001539', 'epoch': '0.2311'}
{'loss': '2.538', 'grad_norm': '0.4704', 'learning_rate': '0.0001538', 'epoch': '0.2317'}
{'loss': '1.758', 'grad_norm': '0.3825', 'learning_rate': '0.0001537', 'epoch': '0.2323'}
{'loss': '1.822', 'grad_norm': '0.5606', 'learning_rate': '0.0001536', 'epoch': '0.2329'}
{'loss': '2.112', 'grad_norm': '0.3898', 'learning_rate': '0.0001534', 'epoch': '0.2335'}
{'loss': '2.376', 'grad_norm': '0.4402', 'learning_rate': '0.0001533', 'epoch': '0.2341'}
{'loss': '2.156', 'grad_norm': '0.3989', 'learning_rate': '0.0001532', 'epoch': '0.2347'}
{'loss': '2.14', 'grad_norm': '0.4188', 'learning_rate': '0.0001531', 'epoch': '0.2353'}
{'loss': '2.072', 'grad_norm': '0.3661', 'learning_rate': '0.000153', 'epoch': '0.2359'}
{'loss': '2.128', 'grad_norm': '0.4029', 'learning_rate': '0.0001528', 'epoch': '0.2365'}
{'loss': '2.489', 'grad_norm': '0.5554', 'learning_rate': '0.0001527', 'epoch': '0.2371'}
{'loss': '1.95', 'grad_norm': '0.438', 'learning_rate': '0.0001526', 'epoch': '0.2377'}
{'loss': '2.14', 'grad_norm': '0.4335', 'learning_rate': '0.0001525', 'epoch': '0.2383'}
{'loss': '2.162', 'grad_norm': '0.4068', 'learning_rate': '0.0001524', 'epoch': '0.239'}
{'loss': '2.459', 'grad_norm': '0.4724', 'learning_rate': '0.0001522', 'epoch': '0.2396'}
{'loss': '2', 'grad_norm': '0.3943', 'learning_rate': '0.0001521', 'epoch': '0.2402'}
{'loss': '2.124', 'grad_norm': '0.307', 'learning_rate': '0.000152', 'epoch': '0.2408'}
{'loss': '2.087', 'grad_norm': '0.4281', 'learning_rate': '0.0001519', 'epoch': '0.2414'}
{'loss': '1.906', 'grad_norm': '0.3518', 'learning_rate': '0.0001517', 'epoch': '0.242'}
{'loss': '2.449', 'grad_norm': '0.5789', 'learning_rate': '0.0001516', 'epoch': '0.2426'}
{'loss': '2.185', 'grad_norm': '0.4096', 'learning_rate': '0.0001515', 'epoch': '0.2432'}
{'loss': '2.236', 'grad_norm': '0.3272', 'learning_rate': '0.0001514', 'epoch': '0.2438'}
{'loss': '2.367', 'grad_norm': '0.5482', 'learning_rate': '0.0001513', 'epoch': '0.2444'}
{'loss': '1.725', 'grad_norm': '0.581', 'learning_rate': '0.0001511', 'epoch': '0.245'}
{'loss': '1.9', 'grad_norm': '0.4599', 'learning_rate': '0.000151', 'epoch': '0.2456'}
{'loss': '2.177', 'grad_norm': '0.3774', 'learning_rate': '0.0001509', 'epoch': '0.2462'}
{'loss': '1.95', 'grad_norm': '0.5586', 'learning_rate': '0.0001508', 'epoch': '0.2468'}
{'loss': '2.51', 'grad_norm': '0.415', 'learning_rate': '0.0001507', 'epoch': '0.2474'}
{'loss': '2.438', 'grad_norm': '0.4646', 'learning_rate': '0.0001505', 'epoch': '0.248'}
{'loss': '2.173', 'grad_norm': '0.3824', 'learning_rate': '0.0001504', 'epoch': '0.2486'}
{'loss': '1.689', 'grad_norm': '0.3877', 'learning_rate': '0.0001503', 'epoch': '0.2492'}
{'loss': '2.217', 'grad_norm': '0.433', 'learning_rate': '0.0001502', 'epoch': '0.2498'}
{'loss': '1.652', 'grad_norm': '0.482', 'learning_rate': '0.0001501', 'epoch': '0.2504'}
{'loss': '1.884', 'grad_norm': '0.4796', 'learning_rate': '0.0001499', 'epoch': '0.251'}
{'loss': '2.224', 'grad_norm': '0.416', 'learning_rate': '0.0001498', 'epoch': '0.2516'}
{'loss': '2.048', 'grad_norm': '0.4127', 'learning_rate': '0.0001497', 'epoch': '0.2522'}
{'loss': '1.862', 'grad_norm': '0.4932', 'learning_rate': '0.0001496', 'epoch': '0.2528'}
{'loss': '2.062', 'grad_norm': '0.4532', 'learning_rate': '0.0001495', 'epoch': '0.2534'}
{'loss': '2.292', 'grad_norm': '0.5263', 'learning_rate': '0.0001493', 'epoch': '0.254'}
{'loss': '1.821', 'grad_norm': '0.341', 'learning_rate': '0.0001492', 'epoch': '0.2546'}
{'loss': '1.823', 'grad_norm': '0.3682', 'learning_rate': '0.0001491', 'epoch': '0.2552'}
{'loss': '2.187', 'grad_norm': '0.4463', 'learning_rate': '0.000149', 'epoch': '0.2558'}
{'loss': '2.241', 'grad_norm': '0.4183', 'learning_rate': '0.0001489', 'epoch': '0.2564'}
{'loss': '2.736', 'grad_norm': '0.534', 'learning_rate': '0.0001487', 'epoch': '0.2571'}
{'loss': '2.214', 'grad_norm': '0.4569', 'learning_rate': '0.0001486', 'epoch': '0.2577'}
{'loss': '1.9', 'grad_norm': '0.4015', 'learning_rate': '0.0001485', 'epoch': '0.2583'}
{'loss': '2.11', 'grad_norm': '0.4728', 'learning_rate': '0.0001484', 'epoch': '0.2589'}
{'loss': '2.653', 'grad_norm': '0.5086', 'learning_rate': '0.0001483', 'epoch': '0.2595'}
{'loss': '2.255', 'grad_norm': '0.3262', 'learning_rate': '0.0001481', 'epoch': '0.2601'}
{'loss': '1.749', 'grad_norm': '0.3792', 'learning_rate': '0.000148', 'epoch': '0.2607'}
{'loss': '2.123', 'grad_norm': '0.3523', 'learning_rate': '0.0001479', 'epoch': '0.2613'}
{'loss': '1.905', 'grad_norm': '0.4056', 'learning_rate': '0.0001478', 'epoch': '0.2619'}
{'loss': '2.162', 'grad_norm': '0.3839', 'learning_rate': '0.0001476', 'epoch': '0.2625'}
{'loss': '2.343', 'grad_norm': '0.3845', 'learning_rate': '0.0001475', 'epoch': '0.2631'}
{'loss': '1.978', 'grad_norm': '0.5655', 'learning_rate': '0.0001474', 'epoch': '0.2637'}
{'loss': '2.381', 'grad_norm': '0.7441', 'learning_rate': '0.0001473', 'epoch': '0.2643'}
{'loss': '1.967', 'grad_norm': '0.3607', 'learning_rate': '0.0001472', 'epoch': '0.2649'}
{'loss': '2.177', 'grad_norm': '0.4745', 'learning_rate': '0.000147', 'epoch': '0.2655'}
{'loss': '2.125', 'grad_norm': '0.7376', 'learning_rate': '0.0001469', 'epoch': '0.2661'}
{'loss': '2.018', 'grad_norm': '0.3907', 'learning_rate': '0.0001468', 'epoch': '0.2667'}
{'loss': '2.183', 'grad_norm': '0.4563', 'learning_rate': '0.0001467', 'epoch': '0.2673'}
{'loss': '2.209', 'grad_norm': '0.5946', 'learning_rate': '0.0001466', 'epoch': '0.2679'}
{'loss': '2.373', 'grad_norm': '0.9216', 'learning_rate': '0.0001464', 'epoch': '0.2685'}
{'loss': '2.226', 'grad_norm': '0.4139', 'learning_rate': '0.0001463', 'epoch': '0.2691'}
{'loss': '1.402', 'grad_norm': '0.4116', 'learning_rate': '0.0001462', 'epoch': '0.2697'}
{'loss': '1.902', 'grad_norm': '0.4272', 'learning_rate': '0.0001461', 'epoch': '0.2703'}
{'loss': '1.969', 'grad_norm': '0.3326', 'learning_rate': '0.000146', 'epoch': '0.2709'}
{'loss': '2.468', 'grad_norm': '0.4696', 'learning_rate': '0.0001458', 'epoch': '0.2715'}
{'loss': '1.869', 'grad_norm': '0.3937', 'learning_rate': '0.0001457', 'epoch': '0.2721'}
{'loss': '1.799', 'grad_norm': '0.459', 'learning_rate': '0.0001456', 'epoch': '0.2727'}
{'loss': '2.416', 'grad_norm': '0.4239', 'learning_rate': '0.0001455', 'epoch': '0.2733'}
{'loss': '2.291', 'grad_norm': '0.5825', 'learning_rate': '0.0001454', 'epoch': '0.2739'}
{'loss': '2.023', 'grad_norm': '0.6572', 'learning_rate': '0.0001452', 'epoch': '0.2746'}
{'loss': '2.023', 'grad_norm': '0.4257', 'learning_rate': '0.0001451', 'epoch': '0.2752'}
{'loss': '2.31', 'grad_norm': '0.428', 'learning_rate': '0.000145', 'epoch': '0.2758'}
{'loss': '1.968', 'grad_norm': '0.3961', 'learning_rate': '0.0001449', 'epoch': '0.2764'}
{'loss': '2.125', 'grad_norm': '0.5588', 'learning_rate': '0.0001448', 'epoch': '0.277'}
{'loss': '1.701', 'grad_norm': '0.4818', 'learning_rate': '0.0001446', 'epoch': '0.2776'}
{'loss': '2.026', 'grad_norm': '0.5464', 'learning_rate': '0.0001445', 'epoch': '0.2782'}
{'loss': '2.514', 'grad_norm': '0.3848', 'learning_rate': '0.0001444', 'epoch': '0.2788'}
{'loss': '2.189', 'grad_norm': '0.5847', 'learning_rate': '0.0001443', 'epoch': '0.2794'}
{'loss': '1.982', 'grad_norm': '0.387', 'learning_rate': '0.0001441', 'epoch': '0.28'}
{'loss': '1.735', 'grad_norm': '0.3853', 'learning_rate': '0.000144', 'epoch': '0.2806'}
{'loss': '2.314', 'grad_norm': '0.5832', 'learning_rate': '0.0001439', 'epoch': '0.2812'}
{'loss': '2.009', 'grad_norm': '0.6629', 'learning_rate': '0.0001438', 'epoch': '0.2818'}
{'loss': '2.537', 'grad_norm': '0.4086', 'learning_rate': '0.0001437', 'epoch': '0.2824'}
{'loss': '1.892', 'grad_norm': '0.3579', 'learning_rate': '0.0001435', 'epoch': '0.283'}
{'loss': '2.023', 'grad_norm': '0.5765', 'learning_rate': '0.0001434', 'epoch': '0.2836'}
{'loss': '2.286', 'grad_norm': '0.397', 'learning_rate': '0.0001433', 'epoch': '0.2842'}
{'loss': '2.131', 'grad_norm': '0.3515', 'learning_rate': '0.0001432', 'epoch': '0.2848'}
{'loss': '1.939', 'grad_norm': '0.543', 'learning_rate': '0.0001431', 'epoch': '0.2854'}
{'loss': '1.774', 'grad_norm': '0.502', 'learning_rate': '0.0001429', 'epoch': '0.286'}
{'loss': '2.01', 'grad_norm': '0.4765', 'learning_rate': '0.0001428', 'epoch': '0.2866'}
{'loss': '1.801', 'grad_norm': '0.4477', 'learning_rate': '0.0001427', 'epoch': '0.2872'}
{'loss': '2.299', 'grad_norm': '0.674', 'learning_rate': '0.0001426', 'epoch': '0.2878'}
{'loss': '2.103', 'grad_norm': '0.4315', 'learning_rate': '0.0001425', 'epoch': '0.2884'}
{'loss': '2.338', 'grad_norm': '0.59', 'learning_rate': '0.0001423', 'epoch': '0.289'}
{'loss': '2.152', 'grad_norm': '0.528', 'learning_rate': '0.0001422', 'epoch': '0.2896'}
{'loss': '1.917', 'grad_norm': '0.3883', 'learning_rate': '0.0001421', 'epoch': '0.2902'}
{'loss': '2.085', 'grad_norm': '0.403', 'learning_rate': '0.000142', 'epoch': '0.2908'}
{'loss': '2.051', 'grad_norm': '0.4175', 'learning_rate': '0.0001419', 'epoch': '0.2914'}
{'loss': '2.232', 'grad_norm': '0.5711', 'learning_rate': '0.0001417', 'epoch': '0.2921'}
{'loss': '2.118', 'grad_norm': '0.3806', 'learning_rate': '0.0001416', 'epoch': '0.2927'}
{'loss': '1.717', 'grad_norm': '0.577', 'learning_rate': '0.0001415', 'epoch': '0.2933'}
{'loss': '2.384', 'grad_norm': '0.5629', 'learning_rate': '0.0001414', 'epoch': '0.2939'}
{'loss': '1.943', 'grad_norm': '0.5051', 'learning_rate': '0.0001413', 'epoch': '0.2945'}
{'loss': '2.239', 'grad_norm': '0.393', 'learning_rate': '0.0001411', 'epoch': '0.2951'}
{'loss': '2.112', 'grad_norm': '0.4402', 'learning_rate': '0.000141', 'epoch': '0.2957'}
{'loss': '2.129', 'grad_norm': '0.5372', 'learning_rate': '0.0001409', 'epoch': '0.2963'}
{'loss': '2.374', 'grad_norm': '0.39', 'learning_rate': '0.0001408', 'epoch': '0.2969'}
{'loss': '2.246', 'grad_norm': '0.5396', 'learning_rate': '0.0001407', 'epoch': '0.2975'}
{'loss': '1.954', 'grad_norm': '0.4443', 'learning_rate': '0.0001405', 'epoch': '0.2981'}
{'loss': '1.777', 'grad_norm': '0.7283', 'learning_rate': '0.0001404', 'epoch': '0.2987'}
{'loss': '2.278', 'grad_norm': '0.4276', 'learning_rate': '0.0001403', 'epoch': '0.2993'}
{'loss': '2.018', 'grad_norm': '0.4532', 'learning_rate': '0.0001402', 'epoch': '0.2999'}
{'loss': '2.33', 'grad_norm': '0.4401', 'learning_rate': '0.00014', 'epoch': '0.3005'}
{'loss': '2.465', 'grad_norm': '0.4702', 'learning_rate': '0.0001399', 'epoch': '0.3011'}
{'loss': '1.98', 'grad_norm': '0.5436', 'learning_rate': '0.0001398', 'epoch': '0.3017'}
{'loss': '2.245', 'grad_norm': '0.4354', 'learning_rate': '0.0001397', 'epoch': '0.3023'}
{'loss': '2.046', 'grad_norm': '0.3936', 'learning_rate': '0.0001396', 'epoch': '0.3029'}
{'loss': '2.332', 'grad_norm': '0.4488', 'learning_rate': '0.0001394', 'epoch': '0.3035'}
{'loss': '2.149', 'grad_norm': '0.5082', 'learning_rate': '0.0001393', 'epoch': '0.3041'}
{'loss': '2.136', 'grad_norm': '0.3719', 'learning_rate': '0.0001392', 'epoch': '0.3047'}
{'loss': '2.398', 'grad_norm': '0.6184', 'learning_rate': '0.0001391', 'epoch': '0.3053'}
{'loss': '2.256', 'grad_norm': '0.5024', 'learning_rate': '0.000139', 'epoch': '0.3059'}
{'loss': '1.945', 'grad_norm': '0.4429', 'learning_rate': '0.0001388', 'epoch': '0.3065'}
{'loss': '2.158', 'grad_norm': '0.4417', 'learning_rate': '0.0001387', 'epoch': '0.3071'}
{'loss': '2.044', 'grad_norm': '0.5708', 'learning_rate': '0.0001386', 'epoch': '0.3077'}
{'loss': '2.244', 'grad_norm': '0.4503', 'learning_rate': '0.0001385', 'epoch': '0.3083'}
{'loss': '1.966', 'grad_norm': '0.4523', 'learning_rate': '0.0001384', 'epoch': '0.3089'}
{'loss': '1.773', 'grad_norm': '0.5444', 'learning_rate': '0.0001382', 'epoch': '0.3095'}
{'loss': '1.984', 'grad_norm': '0.5454', 'learning_rate': '0.0001381', 'epoch': '0.3102'}
{'loss': '2.343', 'grad_norm': '0.4407', 'learning_rate': '0.000138', 'epoch': '0.3108'}
{'loss': '1.847', 'grad_norm': '0.4603', 'learning_rate': '0.0001379', 'epoch': '0.3114'}
{'loss': '2.077', 'grad_norm': '0.4503', 'learning_rate': '0.0001378', 'epoch': '0.312'}
{'loss': '2.492', 'grad_norm': '0.55', 'learning_rate': '0.0001376', 'epoch': '0.3126'}
{'loss': '2.084', 'grad_norm': '0.4451', 'learning_rate': '0.0001375', 'epoch': '0.3132'}
{'loss': '2.172', 'grad_norm': '0.5595', 'learning_rate': '0.0001374', 'epoch': '0.3138'}
{'loss': '2.266', 'grad_norm': '0.4315', 'learning_rate': '0.0001373', 'epoch': '0.3144'}
{'loss': '1.888', 'grad_norm': '0.3415', 'learning_rate': '0.0001372', 'epoch': '0.315'}
{'loss': '1.913', 'grad_norm': '0.4254', 'learning_rate': '0.000137', 'epoch': '0.3156'}
{'loss': '1.949', 'grad_norm': '0.4426', 'learning_rate': '0.0001369', 'epoch': '0.3162'}
